R1S1STS0101 2 11141 10 03 00 03 00 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1STS0102 2 11142 10 03 00 03 01 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1AXS0101 2 11131 10 03 00 03 02 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1AXS0102 2 11132 10 03 00 03 03 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1STS0202 2 11143 10 03 00 03 04 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1STS0203 2 11144 10 03 00 03 05 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1AXS0202 2 11133 10 03 00 03 06 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1AXS0203 2 11134 10 03 00 03 07 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1STS0303 2 11145 10 03 00 03 08 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1STS0304 2 11146 10 03 00 03 09 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1AXS0303 2 11135 10 03 00 03 10 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1AXS0304 2 11136 10 03 00 03 11 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1STS0404 2 11241 10 03 00 03 12 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1STS0405 2 11242 10 03 00 03 13 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1AXS0404 2 11231 10 03 00 03 14 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1AXS0405 2 11232 10 03 00 03 15 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1STS0506 2 11341 10 03 00 03 16 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1STS0507 2 11342 10 03 00 03 17 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1AXS0506 2 11331 10 03 00 03 18 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1AXS0507 2 11332 10 03 00 03 19 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S1STG0103 2 11161 10 03 00 03 20 450.0 1.5 25.0 50.0 30.0 500.0 
R1S1AXG0103 2 11151 10 03 00 03 21 450.0 1.5 25.0 50.0 30.0 500.0 
R1S1STG0406 2 11361 10 03 00 03 22 450.0 1.5 25.0 50.0 30.0 500.0 
R1S1AXG0406 2 11351 10 03 00 03 23 450.0 1.5 25.0 50.0 30.0 500.0 
R1S2STS0101 2 12141 10 03 01 03 00 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S2STS0102 2 12142 10 03 01 03 01 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S2AXS0101 2 12131 10 03 01 03 02 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S2AXS0102 2 12132 10 03 01 03 03 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S2STS0202 2 12143 10 03 01 03 04 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S2STS0203 2 12144 10 03 01 03 05 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S2AXS0202 2 12133 10 03 01 03 06 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S2AXS0203 2 12134 10 03 01 03 07 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S2STS0303 2 12145 10 03 01 03 08 1266.0 1.5 25.0 50.0 30.0 1400.0 
R1S2STS0304 2 12146 10 03 01 03 09 1266.0 1.5 25.0 50.0 30.0 1400.0 
